Date,Close/Last,Open,High,Low
2020-09-14,0.7778469197261978,0.7785736530675802,0.7776049766718507,0.7803355442840421
2020-09-13,0.7799095304944627,0.7816774798718048,0.7794232268121591,0.7827788649706457
2020-09-11,0.7815552950371238,0.7810669374365383,0.777363184079602,0.7834534628643058
2020-09-10,0.7797878976918279,0.7810669374365383,0.7797270955165693,0.7816163826793809
2020-09-09,0.7695267410542516,0.7692307692307692,0.7686395080707149,0.7705941280727441
2020-09-08,0.7715454054471106,0.77000077000077,0.7695267410542516,0.7721411474017451
2020-09-07,0.7606876616461281,0.7595321282090233,0.7590708972218005,0.7610929294466854
2020-09-06,0.7551159102922298,0.7528986598403855,0.7537499057812618,0.7554581853894387
2020-09-04,0.7528986598403855,0.7530120481927709,0.7512019230769231,0.7589556769884638
2020-09-03,0.7530120481927709,0.7530120481927709,0.7521058965102287,0.7540909433677702
2020-09-02,0.75041272699985,0.7489514679448772,0.748671108781912,0.7506380423359855
2020-09-01,0.7477753682793691,0.7473283013227711,0.7461572899567228,0.7481669908723627
2020-08-31,0.7458233890214797,0.7479991024010771,0.7455453664355476,0.7487271638215035
2020-08-30,0.7489514679448772,0.7491197842535021,0.7481669908723627,0.7499625018749063
2020-08-28,0.7490636704119851,0.7576905591756327,0.7487271638215035,0.7583225904299691
2020-08-27,0.7550018875047187,0.7576905591756327,0.7550018875047187,0.7583225904299691
2020-08-26,0.7570595805889924,0.7571168988491823,0.7562580352416244,0.7578628268283442
2020-08-25,0.7611508601004718,0.7604562737642586,0.7599939200486395,0.7614406457016676
2020-08-24,0.7631257631257631,0.7655209369976269,0.7629510948348212,0.7660487206986365
2020-08-23,0.7640003056001222,0.7641170627340108,0.7633005114113426,0.7643506840938622
2020-08-21,0.7640003056001222,0.7568876778686043,0.7544322897019993,0.7657554177195803
2020-08-20,0.7557436517533254,0.7568876778686043,0.7555152614082804,0.7568876778686043
2020-08-19,0.7631257631257631,0.7634753397465261,0.7622532205198567,0.7640586797066015
2020-08-18,0.7553440592189742,0.7555723460521345,0.7539203860072377,0.7556865412227008
2020-08-17,0.7616726331022926,0.7632422530911311,0.7612087995737231,0.7636502481863306
2020-08-16,0.7634753397465261,0.7642922653622746,0.7627765064836003,0.7639419404125285
2020-08-14,0.7641754546843955,0.7641754546843955,0.760861294985924,0.766342248448157
2020-08-13,0.7660487206986365,0.7655209369976269,0.7648183556405354,0.766342248448157
2020-08-12,0.7656967840735068,0.7673419275629221,0.7648768548263729,0.7674008134448623
2020-08-11,0.7675775253300584,0.7664009809932557,0.7656381594058648,0.7680491551459294
2020-08-10,0.7641170627340108,0.7651109410864576,0.7635919364691508,0.7655209369976269
2020-08-09,0.7648768548263729,0.7662248103593595,0.7647598654022636,0.7668123610152595
2020-08-07,0.7662248103593595,0.7606876616461281,0.7601672367920943,0.7686395080707149
2020-08-06,0.7628928898382668,0.7606876616461281,0.7601672367920943,0.7632422530911311
2020-08-05,0.7614406457016676,0.762660158633313,0.7608034083992696,0.762660158633313
2020-08-04,0.7641170627340108,0.7656967840735068,0.7638252367858235,0.7657554177195803
2020-08-03,0.7647013841095052,0.7649938800489596,0.7640003056001222,0.7655209369976269
2020-08-02,0.7639419404125285,0.7640586797066015,0.7629510948348212,0.765872711955273
2020-07-31,0.7642922653622746,0.7637668983426259,0.7592437931819908,0.7650524060898172
2020-07-30,0.7617886798202179,0.7637668983426259,0.760861294985924,0.7645844483523204
2020-07-29,0.7700600646850454,0.7695267410542516,0.7688759034291865,0.7708911501695961
2020-07-28,0.7736943907156674,0.7733952049497294,0.7727975270479134,0.7744133818632387
2020-07-27,0.7781495603454984,0.7763372408974458,0.7748934521503293,0.7781495603454984
2020-07-26,0.7785130400934216,0.7819219641879741,0.7777864198491093,0.7821666014861166
2020-07-24,0.7816774798718048,0.7849909726038149,0.7810059356451109,0.7862871520679352
2020-07-23,0.7848061528802386,0.7849909726038149,0.7829014327096218,0.7856076675308351
2020-07-22,0.7851142341210646,0.7854225573358466,0.7849293563579278,0.7859163784973279
2020-07-21,0.7858546168958743,0.7856693903205532,0.7849293563579278,0.7863489816780687
2020-07-20,0.7892659826361484,0.7898894154818326,0.7883326763894364,0.7902639481586852
2020-07-19,0.7986582541330565,0.7958615200955034,0.7953551260637874,0.7988496564946477
2020-07-17,0.7957348611442667,0.796876245119133,0.7952918721170669,0.79923273657289
2020-07-16,0.7954816641476413,0.796876245119133,0.7954816641476413,0.7973210014351778
2020-07-15,0.7963685593692761,0.7949125596184421,0.7940289026520565,0.7968127490039841
2020-07-14,0.7956715467854871,0.7969397513547977,0.7944073721004131,0.796876245119133
2020-07-13,0.7967492630069316,0.7966857871255576,0.7959248646927729,0.7975753708725475
2020-07-12,0.7900766374338309,0.7923930269413629,0.7899518129394106,0.7922674694977024
2020-07-10,0.7923302432453847,0.7933989209774674,0.7896399241945673,0.7957348611442667
2020-07-09,0.7943442688061007,0.7933989209774674,0.7928956549318109,0.7947862025115244
2020-07-08,0.7918910357934749,0.7930843048616069,0.7918283316177054,0.7935248373274083
2020-07-07,0.7961783439490446,0.7974481658692185,0.7957348611442667,0.7977026164645821
2020-07-06,0.7998720204767238,0.8005764150188135,0.7988496564946477,0.8008970046452026
2020-07-05,0.8007046200656578,0.8010894816951054,0.8006405124099278,0.8026326350429408
2020-07-03,0.8006405124099278,0.8021819348628271,0.8004482510205715,0.8039231449473431
2020-07-02,0.7997440818937941,0.8019246190858058,0.7982120051085568,0.8025038118931065
2020-07-01,0.8009611533840609,0.8019246190858058,0.8007046200656578,0.8025038118931065
2020-06-30,0.8080155138978669,0.8065166545689169,0.8063215610385422,0.8080808080808081
2020-06-29,0.8126117341134407,0.8132726089785296,0.8118860112040269,0.8134710811030668
2020-06-28,0.8086035416835127,0.8108327252087894,0.8082114281095935,0.8112932013629727
2020-06-26,0.8106355382619974,0.8055421298533912,0.804052424218059,0.8120178643930166
2020-06-25,0.8048937540244688,0.8055421298533912,0.8044405116241653,0.8059316569954869
2020-06-24,0.8061265618702137,0.8052826542116283,0.804311107536395,0.8061915511125444
2020-06-23,0.7991050023973149,0.7988496564946477,0.7973210014351778,0.79923273657289
2020-06-22,0.8017317405596087,0.8025038118931065,0.7995522507395859,0.8041170794467675
2020-06-21,0.8081461128171973,0.8093234056328908,0.8079502302658156,0.8107012565869477
2020-06-19,0.8097821685966474,0.8048937540244688,0.8028259473346179,0.8101101749837978
2020-06-18,0.8044405116241653,0.8048937540244688,0.804052424218059,0.8061265618702137
