Date,Close/Last,Open,High,Low
2020-09-14,376.13,366.05,381.67,374.64
2020-09-13,366.36,388.89,367.44,357.54
2020-09-12,388.62,369.51,388.72,383.16
2020-09-11,369.38,357.81,374.0,368.61
2020-09-10,358.29,369.82,371.54,358.12
2020-09-09,369.47,333.96,370.46,350.86
2020-09-08,332.83,349.24,340.86,331.12
2020-09-07,349.48,347.11,355.69,347.39
2020-09-06,346.55,328.44,357.33,345.03
2020-09-05,329.17,387.29,342.19,323.09
2020-09-04,388.18,384.69,394.12,384.88
2020-09-03,384.74,442.75,390.96,376.73
2020-09-02,441.27,470.06,466.4,438.08
2020-09-01,471.57,443.41,478.8,465.98
2020-08-31,443.36,425.2,443.81,429.65
2020-08-30,425.51,404.83,429.88,424.19
2020-08-29,404.93,394.66,406.78,398.47
2020-08-28,394.52,387.45,395.89,391.97
2020-08-27,386.73,384.4,388.55,379.8
2020-08-26,384.65,386.21,389.15,383.04
2020-08-25,384.69,401.46,387.7,377.69
2020-08-24,402.08,393.04,409.02,400.64
2020-08-23,392.81,390.15,393.89,387.62
2020-08-22,389.87,385.71,396.96,388.81
2020-08-21,384.91,415.93,388.19,379.96
2020-08-20,414.28,407.19,418.72,409.83
2020-08-19,408.02,415.82,415.16,406.65
2020-08-18,417.19,429.88,426.65,416.35
2020-08-17,429.52,425.82,433.65,428.13
2020-08-16,426.95,426.54,434.85,421.98
2020-08-15,427.6,439.2,433.11,424.2
2020-08-14,438.73,421.08,442.7,435.82
2020-08-13,421.53,394.5,429.93,418.37
2020-08-12,393.41,377.14,394.67,386.56
2020-08-11,376.63,394.25,380.49,372.66
2020-08-10,393.84,397.07,398.13,393.28
2020-08-09,397.7,395.01,398.07,390.17
2020-08-08,395.53,378.31,399.93,393.6
2020-08-07,378.28,395.62,382.67,376.38
2020-08-06,395.91,395.64,398.14,394.04
2020-08-05,395.63,389.24,403.18,394.91
2020-08-04,388.81,390.94,391.89,384.84
2020-08-03,389.43,379.28,402.01,385.86
2020-08-02,380.44,407.19,385.66,368.46
2020-08-01,404.77,352.16,404.81,386.07
2020-07-31,352.68,329.05,352.68,343.33
2020-07-30,330.22,316.24,336.35,329.05
2020-07-29,316.67,316.51,319.4,315.62
2020-07-28,316.34,319.14,318.81,312.64
2020-07-27,318.05,325.15,326.53,316.3
2020-07-26,326.49,302.84,329.05,311.04
2020-07-25,302.96,282.83,305.32,300.33
2020-07-24,283.36,272.94,284.35,279.33
2020-07-23,273.22,263.85,275.31,272.16
2020-07-22,263.83,244.47,265.51,262.57
2020-07-21,244.56,237.07,245.66,243.51
2020-07-20,237.03,238.69,237.5,235.67
2020-07-19,238.71,235.13,239.71,237.8
2020-07-18,235.17,232.99,236.29,234.77
2020-07-17,232.96,233.17,233.36,232.4
2020-07-16,232.91,238.48,234.44,232.8
2020-07-15,238.47,239.33,239.47,237.98
2020-07-14,239.75,238.77,241.36,239.75
2020-07-13,238.97,241.71,240.21,238.52
