Date, Close/Last, Volume, Open, High, Low
2020-09-14,21.9597, N/A,20.0309,22.48,21.8026
2020-09-13,20.0789, N/A,21.5981,20.4163,19.5441
2020-09-12,21.4636, N/A,19.8898,21.7347,21.142
2020-09-11,19.8564, N/A,18.2088,20.3894,19.7553
2020-09-10,18.2558, N/A,17.951,19.2,18.1351
2020-09-09,17.9544, N/A,16.8141,18.0995,17.273
2020-09-08,16.7279, N/A,18.233,17.2937,16.6329
2020-09-07,18.2417, N/A,16.8543,18.5338,17.9178
2020-09-06,16.8012, N/A,16.4246,17.5395,16.6795
2020-09-05,16.457, N/A,18.8458,17.009,16.3799
2020-09-04,18.8846, N/A,17.9191,19.3139,18.7914
2020-09-03,17.9452, N/A,20.1111,18.3738,17.5695
2020-09-02,20.06, N/A,21.0348,20.6052,20.0553
2020-09-01,21.0123, N/A,21.1206,21.7076,20.9232
2020-08-31,21.1608, N/A,21.2678,21.2154,20.1861
2020-08-30,21.3513, N/A,22.1691,21.4251,20.6713
2020-08-29,22.261, N/A,18.2831,22.851,21.1135
2020-08-28,18.253, N/A,18.2316,18.3435,17.9836
2020-08-27,18.1542, N/A,17.2576,18.4674,17.3773
2020-08-26,17.2944, N/A,17.3697,17.5803,17.0844
2020-08-25,17.3015, N/A,17.7184,17.7311,16.8723
2020-08-24,17.7423, N/A,18.8074,18.1774,17.5443
2020-08-23,18.7522, N/A,18.3978,18.9415,17.9269
2020-08-22,18.3786, N/A,16.9128,19.7091,18.1877
2020-08-21,16.7342, N/A,18.7267,16.8153,15.6574
2020-08-20,18.8239, N/A,16.1567,19.8195,17.8312
2020-08-19,16.2068, N/A,15.901,16.348,15.8304
2020-08-18,15.9421, N/A,17.1186,16.3196,15.8983
2020-08-17,17.1331, N/A,15.905999999999999,17.5521,16.549
2020-08-16,15.9084, N/A,15.1257,16.0335,15.2675
2020-08-15,15.1745, N/A,14.8894,15.2717,14.9348
2020-08-14,14.8816, N/A,14.402999999999999,15.1454,14.7617
2020-08-13,14.4245, N/A,14.0986,14.5605,14.2664
2020-08-12,14.0992, N/A,13.613,14.388,14.0528
2020-08-11,13.5912, N/A,14.2081,13.7016,13.4301
2020-08-10,14.1742, N/A,13.3216,14.6215,14.1528
2020-08-09,13.3529, N/A,13.0397,13.3725,12.9967
2020-08-08,13.034, N/A,12.7343,13.1774,12.9684
2020-08-07,12.7327, N/A,13.0425,12.9082,12.7248
2020-08-06,13.0651, N/A,12.8681,13.1023,12.9343
2020-08-05,12.880999999999998, N/A,12.5232,12.9732,12.8513
2020-08-04,12.5139, N/A,12.5858,12.6103,12.3928
2020-08-03,12.5116, N/A,12.362,12.7668,12.3781
2020-08-02,12.370999999999999, N/A,13.6663,12.5184,12.0519
2020-08-01,13.6396, N/A,12.262,13.6622,13.2191
2020-07-31,12.3151, N/A,11.6101,12.3629,12.0589
2020-07-30,11.6134, N/A,11.6071,11.8331,11.612
2020-07-29,11.6143, N/A,12.1963,11.7583,11.5539
2020-07-28,12.1499, N/A,11.6376,12.2584,11.6391
2020-07-27,11.5924, N/A,11.7594,12.0266,11.5889
2020-07-26,11.7269, N/A,11.6924,11.8482,11.6115
2020-07-25,11.6856, N/A,11.3471,11.6945,11.4675
2020-07-24,11.3331, N/A,11.2302,11.3885,11.0794
2020-07-23,11.2374, N/A,11.624,11.442,11.2246
2020-07-22,11.6302, N/A,11.2323,11.7025,11.5366
