Date, Close/Last, Volume, Open, High, Low
2020-09-14,1963.7, 196763,1948.9,1972.5,1945.2
2020-09-11,1947.9, 202859,1953.8,1959.0,1945.7
2020-09-10,1964.3, 268963,1955.3,1954.9,1949.9
2020-09-09,1954.9, 224190,1939.4,1959.7,1926.3
2020-09-08,1943.2, 412083,1938.0,1948.3,1911.7
2020-09-04,1934.3, 300921,1938.0,1945.9,1923.0
2020-09-03,1937.8, 300282,1948.9,1956.6,1927.2
2020-09-02,1944.7, 326130,1976.8,1980.4,1938.9
2020-09-01,1978.9, 300227,1973.7,2001.2,1969.2
2020-08-31,1978.6, 242577,1973.9,1985.8,1962.3
2020-08-28,1974.9, 329609,1937.5,1983.0,1928.2
2020-08-27,1932.6, 461990,1963.0,1987.0,1914.7
2020-08-26,1952.5, 338049,1939.0,1963.4,1908.4
2020-08-25,1923.1, 271641,1935.9,1944.1,1919.1
2020-08-24,1939.2, 284540,1947.9,1970.3,1930.8
2020-08-21,1947.0, 352773,1955.6,1963.1,1916.6
2020-08-20,1946.5, 378970,1934.4,1963.1,1928.9
2020-08-19,1970.3, 440405,2010.5,2015.6,1930.5
2020-08-18,2013.1, 358272,1993.6,2024.6,1985.2
2020-08-17,1998.7, 285580,1956.4,2000.8,1939.1
2020-08-14,1949.8, 237092,1963.8,1970.0,1939.1
2020-08-13,1970.4, 346000,1927.3,1974.8,1923.0
2020-08-12,1949.0, 450394,1921.6,1961.0,1874.2
2020-08-11,1946.3, 556617,2038.4,2040.5,1911.3
2020-08-10,2039.7, 248644,2044.8,2060.8,2027.8
2020-08-07,2028.0, 391017,2076.4,2082.1,2024.8
2020-08-06,2069.4, 307517,2055.0,2081.8,2049.0
2020-08-05,2049.3, 361949,2037.0,2070.3,2027.5
2020-08-04,2021.0, 269790,1993.5,2037.7,1982.6
2020-08-03,1986.3, 176729,1997.4,2009.5,1975.2
2020-07-31,1985.9, 275460,1973.6,2005.4,1971.4
2020-07-30,1966.8, 268606,1986.4,1987.3,1952.3
2020-07-29,1976.7, 191033,1971.9,1998.4,1955.7
2020-07-28,1963.9, 154485,1963.2,2000.0,1927.5
2020-07-27,1955.4, 127487,1929.0,1971.3,1926.8
2020-07-24,1897.5, 288088,1884.9,1904.6,1880.5
2020-07-23,1890.0, 400358,1871.6,1897.7,1863.1
2020-07-22,1865.1, 376705,1842.8,1871.8,1842.1
2020-07-21,1843.9, 265677,1819.6,1844.9,1817.2
2020-07-20,1817.4, 173983,1812.3,1823.4,1806.6
2020-07-17,1810.0, 162684,1796.9,1813.9,1795.2
2020-07-16,1800.3, 190841,1813.1,1816.2,1794.1
2020-07-15,1813.8, 179267,1811.1,1819.5,1804.0
2020-07-14,1813.4, 235992,1810.9,1813.6,1809.6
2020-07-13,1814.1, 218006,1803.4,1818.8,1802.1
2020-07-10,1801.9, 208264,1808.4,1817.0,1796.5
2020-07-09,1803.8, 265280,1818.8,1825.5,1799.6
2020-07-08,1820.6, 232708,1807.9,1829.8,1803.8
2020-07-07,1809.9, 217229,1793.9,1810.8,1781.2
2020-07-06,1793.5, 140564,1787.0,1799.0,1779.2
2020-07-02,1790.0, 181017,1779.0,1791.7,1766.3
2020-07-01,1779.9, 258541,1798.9,1807.7,1767.9
2020-06-30,1800.5, 190351,1799.2,1801.4,1795.5
2020-06-29,1781.2, 128441,1789.2,1790.4,1776.5
2020-06-26,1780.3, 195963,1774.8,1786.2,1754.0
2020-06-25,1770.6, 148788,1772.3,1779.6,1764.1
2020-06-24,1775.1, 230610,1784.4,1796.1,1770.6
2020-06-23,1782.0, 190018,1764.9,1786.8,1758.3
2020-06-22,1766.4, 219460,1765.8,1779.0,1753.5
2020-06-19,1753.0, 174981,1729.8,1760.9,1728.3
2020-06-18,1731.1, 152628,1735.5,1749.2,1722.7
2020-06-17,1735.6, 137879,1735.3,1739.3,1717.3
2020-06-16,1736.5, 177702,1732.3,1741.3,1721.8
2020-06-15,1727.2, 195205,1740.7,1743.8,1706.2
2020-06-12,1737.3, 148176,1733.6,1753.0,1728.2
2020-06-11,1739.8, 202214,1746.6,1754.9,1727.5
2020-06-10,1720.7, 195593,1718.9,1749.4,1714.1
2020-06-09,1721.9, 178128,1703.9,1729.4,1697.6
2020-06-08,1705.1, 151461,1686.7,1707.6,1680.7
2020-06-05,1683.0, 267086,1720.8,1723.2,1671.7
2020-06-04,1727.4, 193873,1702.8,1729.0,1698.9
2020-06-03,1704.8, 249036,1733.7,1738.9,1690.3
2020-06-02,1734.0, 172030,1750.3,1757.0,1728.0
2020-06-01,1750.3, 142807,1749.8,1761.0,1737.6
2020-05-29,1736.9, 1406,1718.8,1738.3,1715.1
2020-05-28,1728.3, 159174,1725.0,1743.7,1720.0
2020-05-27,1726.8, 156746,1724.1,1729.1,1701.6
2020-05-26,1728.2, 146582,1746.3,1755.6,1721.2
2020-05-22,1734.6, 6,1726.6,1726.7,1726.6
2020-05-21,1721.9, 225941,1751.7,1751.7,1715.3
2020-05-20,1750.6, 16,1751.6,1752.1,1745.6
2020-05-19,1745.6, 181673,1734.8,1751.6,1727.2
2020-05-18,1734.4, 264848,1757.5,1775.8,1729.3
2020-05-15,1753.4, 719,1739.7,1751.4,1739.7
2020-05-14,1740.9, 208601,1723.1,1746.5,1716.0
2020-05-13,1716.4, 204533,1705.0,1726.5,1701.6
2020-05-12,1706.8, 182675,1700.0,1716.7,1693.5
2020-05-11,1698.0, 184455,1706.0,1713.8,1692.1
2020-05-08,1709.9, 330,1726.2,1728.9,1703.8
2020-05-07,1725.8, 233381,1686.0,1733.2,1683.9
2020-05-06,1688.5, 196313,1714.1,1716.6,1683.0
2020-05-05,1710.6, 179577,1711.0,1717.8,1695.4
2020-05-04,1713.3, 146307,1711.2,1726.0,1700.3
2020-05-01,1694.5, 337,1686.6,1701.5,1670.5
2020-04-30,1694.2, 228730,1729.6,1737.0,1687.5
