Date, Close/Last, Volume, Open, High, Low
2020-09-14,958.7, 13112,933.0,966.0,932.1
2020-09-11,939.6, 10314,932.9,949.4,928.1
2020-09-10,941.0, 12484,924.0,934.0,929.2
2020-09-09,924.9, 12559,903.6,928.0,899.0
2020-09-08,910.3, 17403,906.6,921.0,890.9
2020-09-04,898.2, 13485,891.3,915.6,888.1
2020-09-03,889.6, 18772,909.8,920.0,882.6
2020-09-02,904.1, 23564,951.4,953.2,899.4
2020-09-01,952.7, 16234,938.3,970.5,935.1
2020-08-31,937.9, 10156,940.0,949.7,931.3
2020-08-28,940.0, 11497,934.4,950.7,928.0
2020-08-27,928.1, 14875,943.8,960.0,918.8
2020-08-26,939.8, 10627,937.9,946.1,915.5
2020-08-25,934.0, 9655,925.2,942.7,923.5
2020-08-24,924.5, 9367,926.9,947.8,920.2
2020-08-21,926.1, 12405,932.1,937.0,903.5
2020-08-20,926.9, 12778,946.1,956.0,916.6
2020-08-19,956.3, 9897,977.4,978.8,938.0
2020-08-18,975.4, 13283,970.8,989.9,955.4
2020-08-17,967.6, 8916,963.0,975.3,953.7
2020-08-14,959.1, 8637,974.6,983.0,955.3
2020-08-13,983.0, 11448,945.9,985.4,942.1
2020-08-12,959.2, 16170,955.9,979.3,930.1
2020-08-11,971.4, 20277,1005.2,1010.0,943.5
2020-08-10,1002.7, 17229,981.1,1026.9,977.3
2020-08-07,970.4, 19342,1023.0,1014.9,963.1
2020-08-06,1013.9, 16277,993.7,1026.4,988.0
2020-08-05,989.1, 21530,960.8,1010.8,946.0
2020-08-04,955.2, 12417,938.4,962.0,928.6
2020-08-03,931.1, 9454,920.8,938.4,913.4
2020-07-31,918.9, 12314,917.8,932.1,909.8
2020-07-30,912.6, 21617,963.5,965.0,894.3
2020-07-29,958.5, 15432,990.9,994.3,951.1
2020-07-28,986.2, 21206,979.4,1002.0,940.0
2020-07-27,966.6, 17357,953.9,986.9,953.9
2020-07-24,956.0, 11314,955.6,967.0,932.6
2020-07-23,963.8, 16399,962.4,974.9,944.4
2020-07-22,957.4, 25793,918.3,962.2,907.2
2020-07-21,918.9, 21376,862.7,921.0,860.9
2020-07-20,857.9, 8270,851.6,868.6,845.6
2020-07-17,849.6, 6912,834.1,855.3,831.4
2020-07-16,837.0, 8295,845.2,848.7,825.5
2020-07-15,843.2, 8096,841.9,852.8,835.0
2020-07-14,836.8, 12504,847.9,851.4,825.5
2020-07-13,863.0, 9707,845.6,870.2,843.4
2020-07-10,845.9, 9388,852.3,863.0,840.2
2020-07-09,846.9, 16130,882.7,892.9,842.3
2020-07-08,884.0, 11483,860.0,888.2,859.8
2020-07-07,863.2, 12785,841.6,866.5,829.4
2020-07-06,837.7, 9204,825.0,854.4,823.2
2020-07-02,831.6, 7320,838.3,845.3,824.1
2020-07-01,834.4, 11787,853.7,865.0,821.0
