Date,Close/Last,Open,High,Low,LastClose,DailyRise,DailyRiseRate,DailyReturn,TotalReturn,DailyRippleRange,DailyRippleRadio,DailyK,MA5,MA15,MA30,EWMA,MACD,K,D,J,rs,rsi,MAD
2020-04-20,23650.439453,24095.099609,24108.689453,23627.189453,24242.490234,-592.0507810000017,-0.024422028235764854,,-0.18967240990220274,481.5,1.0203790637459362,0.019861820933094493,23776.94375,22827.75976566667,22149.9121745,23695.173812553676,770.0471722569042,80.82493154702642,84.23429779947031,74.00619904213863,1.1108494741016712,52.62570769402793,255.34499999999971
2020-04-17,24242.490234,23817.150391,24264.210938,23817.150391,23537.679688,704.8105460000006,0.029943926306352436,1.025033394503158,-0.16938715966249124,447.06054700000095,1.0187705304648424,0.018993399218867005,23725.0097656,22693.51575526667,22223.723502633336,23717.540992330516,887.248714522628,90.06749615782864,85.93898092569225,98.32452662210142,1.275053070050481,56.044981404420106,296.8921875199994
2020-04-16,23537.679688,23543.660156,23598.080078,23211.380859,23504.349609,33.33007899999939,0.0014180387696087126,0.9952322338354819,-0.19353586236844655,386.69921899999827,1.016659897200819,0.016452240773849283,23620.385547,22580.827734466675,22286.349804733338,23455.066371495777,891.3058400540983,85.52373066650728,83.87472330962406,88.82174538027371,1.1116515087418875,52.64370110976335,171.3431251999995
2020-04-15,23504.349609,23600.720703,23649.720703,23233.320313,23949.759766,-445.41015699999843,-0.018597687882962392,0.9938229543560778,-0.19467784041276626,416.4003899999989,1.0179225519379167,0.01738641197525233,23599.563672,22425.019140666675,22404.789127633336,23413.759713243668,981.8213521206296,86.19908043188961,83.05021963118246,92.49680203330391,1.1044762846728486,52.482239534694735,188.0006251999992
2020-04-14,23949.759766,23690.570313,24040.580078,23683.439453,23390.769531,558.9902349999975,0.02389789845345458,1.0126560148531207,-0.1794168918860315,357.140625,1.0150797617765253,0.015268442730226478,23429.465625200002,22238.389843800003,22485.224479200006,23368.4647653655,1069.2101732881943,87.40965751095676,81.47578923082888,99.27739407121251,1.212428264041743,54.80079439171672,325.72093775999895
2020-04-13,23390.769531,23698.929688,23698.929688,23095.349609,23719.369141,-328.5996099999975,-0.01385364037494565,0.9890205032969458,-0.19856939900607537,603.5800789999994,1.0261342689856832,0.02544671721292469,23175.5117188,21881.20117193334,22577.00983076667,23077.817265048256,1050.3829567006428,82.48823681053612,78.50885509076494,90.44700025007847,1.0985256644050179,52.34749724714356,406.86953144
2020-04-09,23719.369141,23690.660156,24008.990234,23504.089844,23433.570313,285.79882799999905,0.012196128211903304,1.0029145203892293,-0.1873106936189077,504.9003900000025,1.0214813844463282,0.02154602919043472,22707.863672,21600.08190113334,22644.296158900004,22921.341132072383,1072.08800026489,83.17380657689169,76.51916423087935,96.48309126891635,1.171353920503268,53.945785136297644,694.8848439999995
2020-04-08,23433.570313,22893.470703,23513.400391,22682.990234,22653.859375,779.7109380000002,0.034418459349158916,0.9908302278936095,-0.19710292923492023,830.4101569999984,1.0366093777069691,0.03665645412791826,22246.6777344,21357.936588600005,22712.538541700003,22522.327127608572,979.7190975612225,79.18379606972258,73.19184305787319,91.16770209342135,1.1178114483366568,52.78144327789867,810.9546875200001
2020-04-07,22653.859375,23537.439453,23617.240234,22634.449219,22679.990234,-26.130859000000783,-0.0011521547730134168,0.9578620904706452,-0.22381792058288388,982.7910150000025,1.0434201426989007,0.04333295582846777,21748.665625,21122.293229200004,22830.005859400004,22066.70553491286,842.0881634590282,71.96195115993055,70.1958665519485,75.49412037589465,0.9821717174751698,49.55028410587103,734.6073436000006
2020-04-06,22679.990234,21693.630859,22783.449219,21693.630859,21052.529297,1627.4609369999998,0.07730477008441518,0.9589669688409574,-0.22292260715571752,1089.8183599999975,1.0502367891794318,0.05176662360257574,21601.3257812,21027.86132813334,22977.589192733336,21773.128614869285,747.8957474143108,74.65540226262823,69.31282424795748,85.34055829196973,0.9863351045170474,49.65602743837438,557.7995310400008
