Date, Close/Last, Volume, Open, High, Low
2020-09-14,106.875,34487,105.9,107.55,105.9
2020-09-11,105.525,33372,105.35,106.075,104.975
2020-09-10,105.1,30409,104.75,106.175,104.725
2020-09-09,104.7,35261,105.375,105.55,103.7
2020-09-08,105.775,27562,104.1,105.85,104.1
2020-09-04,104.45,13226,104.0,104.775,103.5
2020-09-03,103.925,22598,104.825,105.3,103.575
2020-09-02,104.475,28192,105.45,105.55,103.375
2020-09-01,105.475,20803,105.325,105.875,104.75
2020-08-31,104.5,70,104.0,104.5,103.85
2020-08-28,103.225,499,103.25,103.65,102.1
2020-08-27,102.975,679,104.0,104.1,101.8
2020-08-26,104.05,1145,105.55,105.65,103.5
2020-08-25,105.5,1172,105.575,106.125,105.1
2020-08-24,105.575,998,105.475,105.675,105.025
2020-08-21,105.8,977,106.65,107.025,105.625
2020-08-20,107.025,1411,107.5,107.7,106.725
2020-08-19,107.475,2122,107.025,107.65,106.8
2020-08-18,106.725,3978,107.025,107.15,106.525
2020-08-17,106.9,3463,107.7,108.225,106.85
2020-08-14,107.6,3890,107.0,107.975,106.7
2020-08-13,107.05,3103,106.7,107.35,106.3
2020-08-12,106.35,3752,104.75,106.65,104.75
2020-08-11,104.65,3933,103.6,104.9,103.6
2020-08-10,103.6,3992,102.8,103.85,102.575
2020-08-07,102.8,4585,102.6,103.7,102.425
2020-08-06,102.625,8722,102.775,103.425,102.25
2020-08-05,102.3,7725,102.15,102.7,101.775
2020-08-04,102.275,7597,103.0,103.0,101.95
2020-08-03,103.025,9925,103.1,103.425,102.55
2020-07-31,102.825,8950,102.2,103.15,101.75
2020-07-30,101.725,9250,101.725,102.175,101.0
2020-07-29,101.45,8838,101.3,102.0,101.05
2020-07-28,100.9,8879,100.35,101.45,100.3
2020-07-27,100.425,11919,102.5,102.675,100.35
2020-07-24,101.325,6589,101.0,101.65,100.75
2020-07-23,100.85,9610,101.875,102.4,100.6
2020-07-22,101.5,10238,101.85,102.0,100.925
2020-07-21,101.85,13105,102.6,102.6,101.35
2020-07-20,102.275,17737,103.075,103.4,101.025
2020-07-17,103.25,12854,103.125,103.575,102.725
2020-07-16,103.275,24043,101.575,103.875,101.25
2020-07-15,101.3,27520,98.9,101.8,98.425
2020-07-14,98.8,30128,99.575,99.95,98.55
2020-07-13,99.65,26232,100.225,100.825,99.5
2020-07-10,100.0,26428,99.525,100.225,99.175
2020-07-09,99.25,33221,99.225,100.425,99.0
2020-07-08,99.15,35192,100.0,100.125,98.925
2020-07-07,100.0,22185,100.0,100.375,99.6
2020-07-06,100.1,25654,100.25,101.425,99.725
2020-07-02,99.4,25171,97.6,100.15,97.15
