Date, Close/Last, Volume, Open, High, Low
2020-09-14,273.0, 234,270.75,274.75,270.75
2020-09-11,270.5, 142,272.5,272.75,269.25
2020-09-10,272.25, 251,268.5,273.25,267.0
2020-09-09,267.75, 151,269.5,269.5,266.0
2020-09-08,268.5, 534,271.25,275.0,265.0
2020-09-04,270.0, 383,271.5,276.5,268.5
2020-09-03,272.5, 373,276.75,278.75,270.75
2020-09-02,275.75, 314,278.0,279.0,273.75
2020-09-01,278.75, 466,274.5,279.0,273.5
2020-08-31,275.0, 614,268.25,277.0,268.25
2020-08-28,268.25, 402,270.5,272.0,266.5
2020-08-27,270.5, 378,265.0,271.0,264.25
2020-08-26,264.0, 445,271.25,272.75,261.25
2020-08-25,271.5, 310,269.0,272.25,269.0
2020-08-24,267.75, 443,263.75,273.0,261.5
2020-08-21,263.75, 262,263.0,265.0,260.0
2020-08-20,263.5, 162,261.75,263.5,260.75
2020-08-19,262.75, 290,266.5,268.0,261.25
2020-08-18,266.5, 558,263.75,267.0,263.5
2020-08-17,263.0, 542,258.0,265.75,256.75
2020-08-14,256.0, 273,259.0,259.0,255.75
2020-08-13,258.0, 361,258.25,259.75,255.25
2020-08-12,256.75, 476,255.75,258.0,252.25
2020-08-11,255.0, 395,258.5,259.75,255.0
2020-08-10,258.5, 600,263.75,265.25,256.75
2020-08-07,264.5, 176,268.0,268.0,263.5
2020-08-06,265.75, 114,266.5,269.25,265.0
2020-08-05,267.5, 143,268.5,270.25,266.25
2020-08-04,269.0, 160,273.25,273.5,267.25
2020-08-03,272.75, 192,270.5,273.5,268.75
2020-07-31,272.0, 218,268.25,272.75,268.0
2020-07-30,271.5, 163,273.0,273.5,269.0
2020-07-29,272.5, 316,272.25,274.0,266.0
2020-07-28,274.0, 85,272.5,274.75,272.25
2020-07-27,274.5, 113,274.5,276.75,273.0
2020-07-24,276.25, 60,277.0,277.75,275.75
2020-07-23,275.0, 385,272.5,279.0,269.75
2020-07-22,272.25, 215,271.0,274.75,270.75
2020-07-21,271.0, 91,272.0,272.5,268.5
2020-07-20,269.5, 159,271.75,272.0,267.5
2020-07-17,270.75, 120,272.5,273.75,270.0
2020-07-16,273.5, 351,268.75,276.5,267.75
2020-07-15,269.0, 265,265.75,269.25,264.5
2020-07-14,263.25, 481,266.0,272.0,261.5
2020-07-13,265.5, 596,277.5,277.5,264.5
2020-07-10,277.25, 181,280.0,281.25,277.0
2020-07-09,280.25, 121,283.0,283.0,278.75
2020-07-08,282.75, 158,279.75,283.0,278.5
2020-07-07,279.0, 273,280.25,282.75,277.5
2020-07-06,281.0, 193,283.5,284.75,280.0
2020-07-02,283.25, 146,286.0,287.75,283.0
2020-07-01,286.75, 167,285.75,288.25,285.25
