Date,Close/Last,Open,High,Low,Volume
2020-07-21,24.84,24.08,25.65,23.610001,0
2020-07-20,24.459999,26.940001,27.08,24.35,0
2020-07-17,25.68,27.15,27.540001,25.41,0
2020-07-16,28.0,28.41,29.290001,26.98,0
2020-07-15,27.76,29.15,30.09,27.17,0
2020-07-14,29.52,31.139999,33.669998,29.209999,0
2020-07-13,32.189999,27.85,32.450001,26.870001,0
2020-07-10,27.290001,30.860001,30.91,27.129999,0
2020-07-09,29.26,28.18,31.48,26.110001,0
2020-07-08,28.08,28.950001,30.200001,27.24,0
2020-07-07,29.43,28.77,29.629999,27.25,0
2020-07-06,27.940001,27.76,28.33,24.92,0
2020-07-02,27.68,28.33,28.440001,25.9,0
2020-07-01,28.620001,30.959999,31.76,28.200001,0
2020-06-30,30.43,32.540001000000004,32.939999,29.559999,0
2020-06-29,31.780001,35.049999,36.310001,31.780001,0
2020-06-26,34.73,33.009998,36.25,31.040001,0
2020-06-25,32.220001,36.59,36.93,31.59,0
2020-06-24,33.84,31.049999,37.119999,30.950001,0
2020-06-23,31.370001,31.709999,31.709999,29.26,0
2020-06-22,31.77,35.220001,35.389999,31.639999,0
2020-06-19,35.119999,32.07,35.119999,30.4,0
2020-06-18,32.939999,33.830002,36.25,32.240002000000004,0
2020-06-17,33.470001,33.279999,35.169998,32.25,0
2020-06-16,33.669998,34.279999,37.450001,31.73,0
2020-06-15,34.400002,44.09,44.439999,34.279999,0
2020-06-12,36.09,37.68,44.16,34.970001,0
2020-06-11,40.790001,30.450001,42.580002,29.49,0
2020-06-10,27.57,26.73,29.01,26.059999,0
2020-06-09,27.57,25.93,27.700001,25.709999,0
2020-06-08,25.809999,25.559999,25.98,24.65,0
2020-06-05,24.52,24.790001,25.09,23.540001,0
2020-06-04,25.809999,26.23,26.43,24.379999,0
2020-06-03,25.66,26.75,26.98,25.040001,0
2020-06-02,26.84,28.4,28.52,26.66,0
2020-06-01,28.23,28.940001,30.6,28.110001,0
2020-05-29,27.51,29.299999,30.16,27.290001,0
2020-05-28,28.59,27.82,29.889999,27.43,0
2020-05-27,27.620001,27.620001,30.530001,25.92,0
2020-05-26,28.01,27.719999,28.58,27.18,0
2020-05-22,28.16,31.360001,31.549999,28.030001,0
2020-05-21,29.530001,28.969999,30.200001,27.67,0
2020-05-20,27.99,29.52,29.83,27.83,0
2020-05-19,30.530001,28.73,30.74,28.370001,0
2020-05-18,29.299999,30.709999,31.08,28.35,0
2020-05-15,31.889999,32.5,35.130001,31.040001,0
2020-05-14,32.610001000000004,35.16,39.279999,32.330002,0
2020-05-13,35.279999,32.740002000000004,37.419998,30.77,0
2020-05-12,33.040001000000004,28.469999,33.040001000000004,26.0,0
2020-05-11,27.57,28.459999,31.459999,26.969999,0
2020-05-08,27.98,30.139999,30.389999,27.889999,0
2020-05-07,31.440001,32.119999,32.279999,30.370001,0
2020-05-06,34.119999,32.689999,35.689999,31.68,0
2020-05-05,33.610001000000004,34.82,36.220001,31.950001,0
2020-05-04,35.970001,39.130001,40.32,35.529999,0
2020-05-01,37.189999,38.169998,39.57,36.59,0
2020-04-30,34.150002,30.99,35.939999,30.93,0
2020-04-29,31.23,32.48,33.189999,30.709999,0
2020-04-28,33.57,33.209999,35.389999,30.540001,0
2020-04-27,33.290001000000004,36.290001,36.439999,32.509998,0
2020-04-24,35.93,38.799999,40.169998,35.599998,0
2020-04-23,41.380001,41.299999,42.470001,39.060001,0
2020-04-22,41.98,44.91,45.07,41.41,0
2020-04-21,45.41,44.279999,47.77,43.77,0
2020-04-20,43.830002,40.68,43.830002,39.880001,0
2020-04-17,38.150002,39.5,40.259998,37.630001,0
2020-04-16,40.110001,41.919998,43.02,39.869999,0
2020-04-15,40.84,42.57,43.23,40.049999,0
2020-04-14,37.759998,40.240002,40.57,37.310001,0
2020-04-13,41.169998,44.599998,45.040001,41.169998,0
2020-04-09,41.669998,43.0,45.73,41.389999,0
2020-04-08,43.349998,45.900002,47.279999,42.529999,0
2020-04-07,46.700001,44.830002,47.509998,43.509998,0
2020-04-06,45.240002,44.169998,45.73,43.450001,0
2020-04-03,46.799999,51.110001,52.290001,46.740002,0
2020-04-02,50.91,54.459999,57.240002,50.450001,0
2020-04-01,57.060001,57.380001,60.59,52.759998,0
2020-03-31,53.540001,56.689999,58.75,50.880001,0
2020-03-30,57.080002,66.300003,67.690002,56.599998,0
2020-03-27,65.540001,64.949997,69.099998,61.799999,0
2020-03-26,61.0,65.66999799999999,67.059998,57.66,0
2020-03-25,63.950001,61.439999,68.860001,58.029999,0
2020-03-24,61.669998,58.759998,61.880001,36.240002,0
2020-03-23,61.59,74.08000200000002,76.739998,60.459999,0
2020-03-20,66.040001,67.860001,69.510002,57.419998,0
2020-03-19,72.0,80.620003,84.260002,68.57,0
2020-03-18,76.449997,69.370003,85.470001,69.370003,0
2020-03-17,75.910004,82.690002,84.83000200000002,70.370003,0
2020-03-16,82.690002,57.830002,83.559998,57.830002,0
2020-03-13,57.830002,65.07,77.57,55.169998,0
2020-03-12,75.470001,61.459999,76.83000200000002,59.91,0
2020-03-11,53.900002,52.240002,55.82,49.98,0
2020-03-10,47.299999,49.68,55.66,43.560001,0
2020-03-09,54.459999,41.939999,62.119999,41.939999,0
2020-03-06,41.939999,48.93,54.389999,40.84,0
2020-03-05,39.619999,33.610001000000004,42.84,33.540001000000004,0
2020-03-04,31.99,34.439999,35.580002,30.299999,0
2020-03-03,36.82,33.650002,41.060001,24.93,0
2020-03-02,33.419998,38.540001,40.41,31.5,0
2020-02-28,40.110001,42.02,49.48,39.369999,0
2020-02-27,39.16,32.139999,39.310001,29.370001,0
2020-02-26,27.559999,26.629999,29.57,24.76,0
2020-02-25,27.85,23.280001,30.25,22.620001,0
2020-02-24,25.030001,22.25,26.35,22.0,0
2020-02-21,17.08,17.33,18.209999,16.190001000000002,0
2020-02-20,15.56,14.54,17.209999,14.49,0
2020-02-19,14.38,14.66,14.74,14.21,0
2020-02-18,14.83,14.98,15.49,14.53,0
2020-02-14,13.68,14.12,14.54,13.38,0
2020-02-13,14.15,14.43,15.44,14.0,0
2020-02-12,13.74,14.86,14.88,13.73,0
2020-02-11,15.18,14.91,15.27,14.38,0
2020-02-10,15.04,15.88,16.43,15.01,0
2020-02-07,15.47,15.07,16.16,14.81,0
2020-02-06,14.96,15.13,15.66,14.7,0
2020-02-05,15.15,16.290001,16.32,15.02,0
2020-02-04,16.049999,16.450001,16.459999,15.63,0
2020-02-03,17.969998999999994,18.639999,18.879999,17.1,0
2020-01-31,18.84,16.25,19.99,16.18,0
2020-01-30,15.49,17.82,18.389999,15.3,0
2020-01-29,16.389999,15.68,16.65,14.94,0
2020-01-28,16.280001000000002,16.940001000000002,18.030001,15.69,0
2020-01-27,18.23,17.42,19.02,16.82,0
2020-01-24,14.56,12.75,15.98,12.62,0
2020-01-23,12.98,13.26,14.15,12.94,0
2020-01-22,12.91,12.45,13.01,12.31,0
2020-01-21,12.85,13.23,13.33,12.32,0
2020-01-17,12.1,12.21,12.48,11.75,0
2020-01-16,12.32,12.2,12.42,11.78,0
2020-01-15,12.42,12.79,12.83,11.95,0
2020-01-14,12.39,12.72,13.82,12.05,0
2020-01-13,12.32,12.84,13.09,12.32,0
2020-01-10,12.56,12.42,12.87,12.09,0
2020-01-09,12.54,12.95,13.24,12.53,0
2020-01-08,13.45,15.16,15.24,12.83,0
2020-01-07,13.79,13.84,14.46,13.39,0
2020-01-06,13.85,15.45,16.389999,13.54,0
2020-01-03,14.02,15.01,16.200001,13.13,0
2020-01-02,12.47,13.46,13.72,12.42,0
2019-12-31,13.78,14.84,15.39,13.75,0
2019-12-30,14.82,13.74,15.14,13.44,0
2019-12-27,13.43,12.61,13.72,11.89,0
2019-12-26,12.65,12.74,12.75,11.72,0
2019-12-24,12.67,12.65,12.84,12.56,0
2019-12-23,12.61,12.81,12.9,12.41,0
2019-12-20,12.51,12.55,12.61,12.04,0
2019-12-19,12.5,12.55,12.78,12.43,0
2019-12-18,12.58,12.24,12.7,11.93,0
2019-12-17,12.29,12.23,12.47,11.9,0
2019-12-16,12.14,12.47,12.53,11.71,0
2019-12-13,12.63,13.18,14.35,12.54,0
2019-12-12,13.94,14.94,15.55,13.6,0
2019-12-11,14.99,15.57,15.97,14.98,0
2019-12-10,15.68,15.8,16.9,14.93,0
2019-12-09,15.86,14.25,16.07,12.25,0
2019-12-06,13.62,14.37,14.47,13.19,0
2019-12-05,14.52,14.46,15.37,14.17,0
2019-12-04,14.8,16.379998999999998,16.4,14.12,0
2019-12-03,15.96,14.68,17.99,14.61,0
2019-12-02,14.91,12.69,15.27,12.55,0
2019-11-29,12.62,12.5,12.83,12.12,0
2019-11-27,11.75,11.55,11.79,11.44,0
2019-11-26,11.54,11.88,12.04,11.42,0
2019-11-25,11.87,12.51,12.59,11.73,0
2019-11-22,12.34,12.82,13.25,12.33,0
2019-11-21,13.13,13.35,13.86,12.49,0
2019-11-20,12.78,13.42,14.17,12.61,0
2019-11-19,12.86,12.33,13.01,12.16,0
2019-11-18,12.46,12.39,13.1,12.32,0
2019-11-15,12.05,12.95,12.97,11.92,0
2019-11-14,13.05,13.16,13.81,12.93,0
2019-11-13,13.0,12.91,13.9,12.88,0
2019-11-12,12.68,12.64,13.1,12.36,0
2019-11-11,12.69,13.15,13.49,12.66,0
2019-11-08,12.07,12.98,13.05,12.0,0
2019-11-07,12.73,12.59,12.89,12.26,0
2019-11-06,12.62,13.18,13.39,12.6,0
2019-11-05,13.1,12.85,13.28,12.25,0
2019-11-04,12.83,12.68,13.13,12.44,0
2019-11-01,12.3,12.5,12.6,12.26,0
2019-10-31,13.22,13.51,13.95,13.18,0
2019-10-30,12.33,13.08,13.37,12.27,0
2019-10-29,13.2,13.16,13.52,13.07,0
2019-10-28,13.11,13.01,13.14,12.66,0
2019-10-25,12.65,13.53,13.79,12.62,0
2019-10-24,13.71,13.98,14.34,13.4,0
2019-10-23,14.01,14.83,15.12,14.01,0
2019-10-22,14.46,13.99,14.61,13.7,0
2019-10-21,14.0,14.24,14.63,14.0,0
2019-10-18,14.25,14.2,15.16,13.78,0
2019-10-17,13.79,13.79,14.18,13.31,0
2019-10-16,13.68,13.94,14.26,13.6,0
2019-10-15,13.54,13.94,14.43,13.39,0
2019-10-14,14.57,15.66,16.5,14.51,0
2019-10-11,15.58,17.35,17.440001000000002,15.11,0
2019-10-10,17.57,19.280001,19.799999,17.559998999999998,0
2019-10-09,18.639999,19.940001,20.0,17.77,0
2019-10-08,20.280001,17.610001,20.379999,17.42,0
2019-10-07,17.860001,18.27,18.52,16.440001000000002,0
2019-10-04,17.040001,19.42,19.969999,16.969998999999998,0
2019-10-03,19.120001,20.110001,21.440001,19.030001,0
2019-10-02,20.559999,18.75,21.459999,18.75,0
2019-10-01,18.559999,16.02,18.620001,15.79,0
2019-09-30,16.24,17.23,17.35,16.200001,0
2019-09-27,17.219998999999998,15.77,18.690001,15.15,0
2019-09-26,16.07,16.23,17.09,15.35,0
2019-09-25,15.96,17.049999,18.450001,15.69,0
2019-09-24,17.049999,14.77,17.620001000000006,14.33,0
2019-09-23,14.91,15.35,16.0,14.71,0
2019-09-20,15.32,13.94,15.84,13.35,0
2019-09-19,14.05,14.66,14.66,13.31,0
2019-09-18,13.95,14.61,15.8,13.8,0
2019-09-17,14.44,14.92,15.03,14.4,0
2019-09-16,14.67,14.89,15.29,14.5,0
