Date, Close/Last, Volume, Open, High, Low
2020-09-14,0.907, N/A,0.9083,0.909,0.9066
2020-09-13,0.9087, N/A,0.9086,0.91,0.9084
2020-09-11,0.9094, N/A,0.9104,0.9109999999999999,0.9079999999999999
2020-09-10,0.9098, N/A,0.9104,0.9109999999999999,0.9095
2020-09-09,0.9113, N/A,0.9123,0.9134,0.9112
2020-09-08,0.9179999999999999, N/A,0.9173,0.9188,0.9173
2020-09-07,0.9179, N/A,0.9159,0.9184,0.9159
2020-09-06,0.914, N/A,0.9131,0.9145,0.9129999999999999
2020-09-04,0.9135, N/A,0.9093,0.9163,0.9089
2020-09-03,0.9099, N/A,0.9093,0.9107,0.9089
2020-09-02,0.9125, N/A,0.9105,0.9129,0.9101
2020-09-01,0.9111, N/A,0.9092,0.9121,0.9089
2020-08-31,0.9012, N/A,0.9035,0.9045,0.9005
2020-08-30,0.9041, N/A,0.9038,0.9054,0.9027
2020-08-28,0.9042, N/A,0.9088,0.9103,0.9024
2020-08-27,0.9072, N/A,0.9088,0.9103,0.9071
2020-08-26,0.9079999999999999, N/A,0.9081,0.9088,0.9071
2020-08-25,0.909, N/A,0.9075,0.9091,0.9073
2020-08-24,0.9114, N/A,0.9117,0.9127,0.9105
2020-08-23,0.9125, N/A,0.9115,0.9128,0.9112
2020-08-21,0.9116, N/A,0.9076,0.914,0.9062
2020-08-20,0.9073, N/A,0.9076,0.9083,0.9066
2020-08-19,0.9145, N/A,0.915,0.9163,0.9142
2020-08-18,0.9038, N/A,0.9037,0.9042,0.9023
2020-08-17,0.9053, N/A,0.9064,0.9069,0.9049
2020-08-16,0.9093, N/A,0.909,0.9097,0.9085
2020-08-14,0.9091, N/A,0.9096,0.9124,0.9086
2020-08-13,0.9103, N/A,0.9096,0.9111,0.9094
2020-08-12,0.9109, N/A,0.912,0.9134,0.9101
2020-08-11,0.9192, N/A,0.9167,0.9197,0.9165
2020-08-10,0.9152, N/A,0.9156,0.9169,0.915
2020-08-09,0.9132, N/A,0.9123,0.9135,0.9121
2020-08-07,0.9125, N/A,0.9097,0.9158,0.9092
2020-08-06,0.9128, N/A,0.9097,0.9133,0.9092
2020-08-05,0.9084, N/A,0.9083,0.9092,0.9073
2020-08-04,0.9126, N/A,0.9132,0.9141,0.9123
2020-08-03,0.9182, N/A,0.9177,0.9192,0.9172
2020-08-02,0.9147, N/A,0.9127,0.9167,0.9128
2020-07-31,0.9133, N/A,0.9087,0.9149,0.9056
2020-07-30,0.9069, N/A,0.9087,0.9102,0.9061
2020-07-29,0.9124, N/A,0.9124,0.9137,0.912
