Date, Close/Last, Volume, Open, High, Low
2020-09-14,1.0922,50571,1.0861,1.1022,1.0779
2020-09-11,1.0949,51575,1.0884,1.1154,1.0755
2020-09-10,1.0977,53796,1.12,1.1314,1.0883
2020-09-09,1.1193,50640,1.1049,1.1292,1.0933
2020-09-08,1.1028,71412,1.1635,1.1735,1.0851
2020-09-04,1.1772,52103,1.2049,1.1852,1.1557
2020-09-03,1.2049,45031,1.202,1.2126,1.1748
2020-09-02,1.202,50609,1.2359,1.247,1.1924
2020-09-01,1.2247,35216,1.2224,1.2444,1.2194
2020-08-31,1.2137,39944,1.2412,1.2584,1.2116
2020-08-28,1.2465,62334,1.21,1.25,1.2017
2020-08-27,1.2182,96162,1.263,1.2765,1.1989
2020-08-26,1.2634,104949,1.2705,1.2734,1.2391
2020-08-25,1.2685,111198,1.2612,1.2941,1.2545
2020-08-24,1.2598,99164,1.2196,1.2698,1.2173
2020-08-21,1.213,69592,1.2261,1.24,1.1845
2020-08-20,1.2264,67237,1.2255,1.2319,1.1840000000000002
2020-08-19,1.2285,57165,1.2035,1.2294,1.1931
2020-08-18,1.2249,43206,1.2174,1.2272,1.1964
2020-08-17,1.2134,66569,1.192,1.2265,1.1893
2020-08-14,1.188,37389,1.1815,1.1967,1.172
2020-08-13,1.1789,43902,1.1856,1.1907,1.1636
2020-08-12,1.1858,41481,1.1533,1.1896,1.15
2020-08-11,1.2045,51154,1.2321,1.2606,1.2015
2020-08-10,1.2293,47985,1.2195,1.2491,1.2081
2020-08-07,1.2076,50809,1.2315,1.2378,1.1956
2020-08-06,1.2281,34936,1.2229999999999999,1.2496,1.2139
2020-08-05,1.2228,34652,1.2116,1.2646,1.2092
2020-08-04,1.2143,36674,1.2131,1.2311,1.1887
2020-08-03,1.2131,53877,1.1740000000000002,1.2287,1.1557
2020-07-31,1.1711,60922,1.197,1.2122,1.1474
2020-07-30,1.1908,66677,1.2139,1.2179,1.1342
2020-07-29,1.2132,48710,1.2268,1.2394,1.2103
2020-07-28,1.2352,40551,1.2503,1.2581,1.2223
2020-07-27,1.2447,44799,1.2554,1.2591,1.216
2020-07-24,1.256,40133,1.2443,1.261,1.2307
2020-07-23,1.2363,42776,1.2607,1.2774,1.2329999999999999
2020-07-22,1.2603,44751,1.2582,1.2679,1.2409999999999999
2020-07-21,1.2604,52150,1.2102,1.2697,1.2074
2020-07-20,1.2131,38554,1.2062,1.2192,1.1855
2020-07-17,1.2062,58723,1.2156,1.2187,1.1789
2020-07-16,1.2157,43284,1.2416,1.2439,1.208
2020-07-15,1.2428,46753,1.2339,1.2522,1.2243
2020-07-14,1.2262,50170,1.2245,1.2363,1.2207
2020-07-13,1.2471,45624,1.2525,1.2619,1.2195
2020-07-10,1.2831,58552,1.2484,1.2911,1.2245
2020-07-09,1.2505,58352,1.2888,1.2954,1.2456
2020-07-08,1.2909,52828,1.2702,1.2974,1.2641
2020-07-07,1.275,53159,1.2444,1.2841,1.2286
2020-07-06,1.2408,40839,1.2528,1.2792,1.2334
2020-07-02,1.2592,44256,1.2222,1.2625,1.2092
2020-07-01,1.2169,55071,1.2193,1.2192,1.1995
2020-06-30,1.2015,50656,1.2161,1.2254,1.188
2020-06-29,1.1878,52569,1.138,1.198,1.1128
2020-06-26,1.1569,59456,1.2065,1.2177,1.1358
2020-06-25,1.1972,60919,1.1939,1.213,1.1421
2020-06-24,1.1992,64421,1.2913,1.3048,1.1832
2020-06-23,1.2983,44476,1.2913,1.3253,1.2755
2020-06-22,1.2904,35205,1.2688,1.2949,1.2495
2020-06-19,1.271,54722,1.2684,1.2867,1.2368
2020-06-18,1.2575,54840,1.2222,1.2615,1.207
2020-06-17,1.2219,54024,1.1986,1.227,1.1834
2020-06-16,1.2149,49005,1.1761,1.2309,1.1644
2020-06-15,1.1732,52496,1.1421,1.1859,1.1019
2020-06-12,1.1367,41103,1.131,1.1527,1.0916
2020-06-11,1.1188,51250,1.2006,1.2038,1.0938
2020-06-10,1.2099,48719,1.2153,1.2198,1.1864
2020-06-09,1.2103,38777,1.205,1.2174,1.1818
2020-06-08,1.195,46032,1.2129,1.2444,1.1913
2020-06-05,1.2136,38289,1.1428,1.217,1.1417
2020-06-04,1.149,34316,1.115,1.1517,1.1053
2020-06-03,1.1193,47829,1.1103,1.1352,1.0917
2020-06-02,1.1183,43727,1.0671,1.1206,1.0659999999999998
2020-06-01,1.0667,44614,1.0651,1.0898,1.041
2020-05-29,1.0785,48093,1.028,1.0882,0.9998
2020-05-28,1.026,45247,1.0072,1.0443,0.9891
2020-05-27,1.0177,46400,1.0607,1.0618,0.997
2020-05-26,1.0648,50918,1.0654,1.0911,1.0318
2020-05-22,1.0518,46375,1.0614,1.0674,1.0012
2020-05-21,1.0618,45463,1.0599,1.0819,1.0454
2020-05-20,1.0438,18310,1.035,1.0888,1.0295
2020-05-19,1.055,44549,1.0626,1.0703,1.0381
2020-05-18,1.0426,45988,0.9882,1.0699,0.983
2020-05-15,0.9838,46958,0.9534,0.9888,0.9363
2020-05-14,0.9369,47915,0.8793,0.95,0.8674
2020-05-13,0.8818,58260,0.9196,0.9275,0.8639
2020-05-12,0.9363,38501,0.9478,0.9598,0.9184
2020-05-11,0.9242,44670,0.96,0.982,0.9157
2020-05-08,0.9522,40401,0.9256,0.9586,0.9087
2020-05-07,0.9314,51955,0.8847,0.9648,0.8704
2020-05-06,0.8769,47146,0.9199,0.9346,0.85
2020-05-05,0.9013,51167,0.83,0.9195,0.83
2020-05-04,0.8215,46501,0.7622,0.8404,0.7408
2020-05-01,0.7663,43812,0.7801,0.8029,0.74
2020-04-30,0.7837,67809,0.7894,0.7911,0.7597
2020-04-29,0.7272,8128,0.6775,0.768,0.6775
2020-04-28,0.7040000000000001,47639,0.6841,0.7361,0.6626
2020-04-27,0.6849,40904,0.6920000000000001,0.7095,0.6709999999999999
2020-04-24,0.7001,53773,0.6797,0.7141,0.6519
2020-04-23,0.6821,68572,0.715,0.7798,0.6723
2020-04-22,0.6875,74825,0.6883,0.7175,0.6593
2020-04-21,0.6253,90845,0.5685,0.6255,0.5647
2020-04-20,0.7255,53946,0.7255,0.7514,0.7143
2020-04-17,0.7646,42926,0.7591,0.79,0.7389
2020-04-16,0.7569,55618,0.7622,0.8195,0.7465
2020-04-15,0.7204,35420,0.7568,0.7643,0.6922
2020-04-14,0.72,39592,0.7203,0.7676,0.6992
2020-04-13,0.7033,26591,0.7038,0.7299,0.6565
2020-04-09,0.6773,40883,0.705,0.7697,0.6679999999999999
2020-04-08,0.6779999999999999,43323,0.6974,0.7123,0.6737
2020-04-07,0.6482,40773,0.7058,0.7349,0.635
2020-04-06,0.7016,35536,0.637,0.725,0.6367
2020-04-03,0.6916,38849,0.6586,0.76,0.6347
2020-04-02,0.6628,54606,0.5809,0.7325,0.636
2020-04-01,0.5465,59168,0.565,0.5809,0.509
2020-03-31,0.5927,54467,0.6016,0.6579,0.5645
2020-03-30,0.6168,53878,0.5877,0.6237,0.5327
2020-03-27,0.6136,51540,0.6197,0.6358,0.5488
2020-03-26,0.598,53717,0.6167,0.669,0.5768
2020-03-25,0.6054,68915,0.5076,0.6387,0.505
2020-03-24,0.5105,76557,0.507,0.5969,0.4758
2020-03-23,0.4947,78481,0.6119,0.6128,0.4605
2020-03-20,0.6054,21676,0.685,0.7484,0.601
2020-03-19,0.6932,52951,0.6703,0.7072,0.6366
2020-03-18,0.6459,65186,0.7212,0.7503,0.6343
2020-03-17,0.7114,41997,0.7102,0.7818,0.6878
2020-03-16,0.7017,58660,0.7297,0.7612,0.6940000000000001
2020-03-13,0.9135,64762,0.9229,1.0268,0.8939
2020-03-12,0.919,94792,1.1181,1.1247,0.8789
2020-03-11,1.1103,70611,1.1655,1.2072,1.0967
2020-03-10,1.1571,77023,1.1284,1.2348,1.1199
2020-03-09,1.1369,70997,1.2324,1.2324,1.0574
2020-03-06,1.389,69734,1.5189,1.5216,1.3840000000000001
2020-03-05,1.5218,68655,1.5751,1.5815,1.5094
2020-03-04,1.5555,57611,1.5323,1.5725,1.5268
2020-03-03,1.5313,69125,1.5554,1.5927,1.5157
2020-03-02,1.5396,77854,1.4709,1.5572,1.4411
2020-02-28,1.4828,76240,1.4973,1.5034,1.4559
2020-02-27,1.5206,89785,1.5135,1.5141,1.4879
2020-02-26,1.5645,107862,1.5688,1.5688,1.5609
2020-02-25,1.6419,77317,1.6509,1.6538,1.6289
